gk_name,zone_x,zone_y,shot_count,total_xg,avg_xg,goals,saves,zone_label
Jindřich Staněk,3,4,0,0.0,,0,0,Penalty Area
Jindřich Staněk,3,5,0,0.0,,0,0,Penalty Area
Jindřich Staněk,4,1,0,0.0,,0,0,Central Box
Jindřich Staněk,4,2,1,0.006,0.006,0,0,Central Box
Jindřich Staněk,4,3,4,0.145,0.036,0,3,Central Box
Jindřich Staněk,4,4,2,0.055,0.027,0,0,Central Box
Jindřich Staněk,4,5,0,0.0,,0,0,Central Box
Jindřich Staněk,5,1,0,0.0,,0,0,Close Range
Jindřich Staněk,5,2,4,0.112,0.028,0,1,Close Range
Jindřich Staněk,5,3,5,1.536,0.307,1,1,Close Range
Jindřich Staněk,5,4,4,0.431,0.108,0,1,Close Range
Jindřich Staněk,5,5,0,0.0,,0,0,Close Range
Jindřich Staněk,6,1,0,0.0,,0,0,6-Yard Box
Jindřich Staněk,6,2,1,0.045,0.045,0,1,6-Yard Box
Jindřich Staněk,6,3,2,0.681,0.341,1,0,6-Yard Box
Jindřich Staněk,6,4,0,0.0,,0,0,6-Yard Box
Jindřich Staněk,6,5,0,0.0,,0,0,6-Yard Box
Jordan Pickford,1,1,0,0.0,,0,0,Long Range
Jordan Pickford,1,2,1,0.029,0.029,0,0,Long Range
Jordan Pickford,1,3,0,0.0,,0,0,Long Range
Jordan Pickford,1,4,0,0.0,,0,0,Long Range
Jordan Pickford,1,5,0,0.0,,0,0,Long Range
Jordan Pickford,2,1,0,0.0,,0,0,Edge of Box
Jordan Pickford,2,2,0,0.0,,0,0,Edge of Box
