gk_name,team,match_id,minute,period,pass_type,pass_length,is_long,is_short,is_complete,pass_outcome,start_x,start_y,end_x,end_y,pass_height,pass_body_part
Koen Casteels,Belgium,3941019,17,1,Goal Kick,21.5,0,1,1,Complete,7.0,49.4,28.5,50.3,Ground Pass,Right Foot
Koen Casteels,Belgium,3941019,19,1,Goal Kick,5.4,0,1,1,Complete,7.0,42.6,8.7,47.7,Ground Pass,Left Foot
Mike Maignan,France,3941019,26,1,Goal Kick,14.0,0,1,1,Complete,6.0,41.1,5.7,27.1,Ground Pass,Right Foot
Koen Casteels,Belgium,3941019,31,1,Goal Kick,14.4,0,1,1,Complete,7.0,48.2,20.9,51.8,Ground Pass,Right Foot
Koen Casteels,Belgium,3941019,33,1,Goal Kick,24.7,0,1,1,Complete,7.0,48.7,31.5,51.5,Ground Pass,Right Foot
Koen Casteels,Belgium,3941019,38,1,Goal Kick,6.8,0,1,1,Complete,7.0,30.1,11.2,24.8,Ground Pass,Right Foot
Koen Casteels,Belgium,3941019,45,1,Goal Kick,72.3,1,0,1,Complete,7.0,48.1,77.1,30.5,High Pass,Right Foot
Koen Casteels,Belgium,3941019,45,2,Goal Kick,8.7,0,1,1,Complete,4.0,36.3,8.7,43.6,Ground Pass,Left Foot
Koen Casteels,Belgium,3941019,50,2,Goal Kick,5.3,0,1,1,Complete,6.0,38.8,8.3,43.6,Ground Pass,Left Foot
Koen Casteels,Belgium,3941019,53,2,Goal Kick,17.5,0,1,1,Complete,5.3,34.4,6.8,51.8,Ground Pass,Left Foot
Koen Casteels,Belgium,3941019,55,2,Goal Kick,12.6,0,1,1,Complete,5.7,34.4,12.1,23.6,Ground Pass,Right Foot
Mike Maignan,France,3941019,61,2,Goal Kick,40.0,1,0,1,Complete,7.0,33.4,45.7,23.2,Ground Pass,Right Foot
Koen Casteels,Belgium,3941019,64,2,Goal Kick,8.8,0,1,1,Complete,5.3,37.3,10.3,30.0,Ground Pass,Right Foot
Koen Casteels,Belgium,3941019,68,2,Goal Kick,8.9,0,1,1,Complete,5.7,36.1,10.6,28.7,Ground Pass,Right Foot
Koen Casteels,Belgium,3941019,74,2,Goal Kick,32.5,1,0,1,Complete,6.0,30.0,25.4,3.9,Ground Pass,Right Foot
Koen Casteels,Belgium,3941019,78,2,Goal Kick,11.0,0,1,1,Complete,5.7,36.6,12.2,27.7,Ground Pass,Right Foot
Mike Maignan,France,3941019,88,2,Goal Kick,76.8,1,0,0,Incomplete,7.0,37.7,83.3,28.9,High Pass,Right Foot
Yann Sommer,Switzerland,3942227,3,1,Goal Kick,12.2,0,1,1,Complete,7.0,44.2,9.3,32.2,Ground Pass,Right Foot
Jordan Pickford,England,3942227,10,1,Goal Kick,71.2,1,0,1,Complete,6.0,40.3,76.6,49.6,High Pass,Right Foot
Yann Sommer,Switzerland,3942227,16,1,Goal Kick,38.0,1,0,1,Complete,7.0,41.1,38.2,62.8,High Pass,Right Foot
Jordan Pickford,England,3942227,34,1,Goal Kick,55.9,1,0,1,Complete,5.1,43.2,50.1,76.3,High Pass,Left Foot
Jordan Pickford,England,3942227,38,1,Goal Kick,79.7,1,0,1,Complete,4.1,44.6,82.8,57.3,High Pass,Left Foot
Yann Sommer,Switzerland,3942227,64,2,Goal Kick,5.0,0,1,1,Complete,5.5,39.3,9.0,35.7,Ground Pass,Right Foot
Jordan Pickford,England,3942227,66,2,Goal Kick,16.5,0,1,1,Complete,6.6,43.4,8.7,59.8,Ground Pass,Left Foot
Yann Sommer,Switzerland,3942227,88,2,Goal Kick,14.1,0,1,1,Complete,6.0,41.6,15.0,30.7,Ground Pass,Right Foot
Jordan Pickford,England,3942227,90,2,Goal Kick,63.1,1,0,1,Complete,7.0,47.0,69.6,54.9,High Pass,Left Foot
Jordan Pickford,England,3942227,92,2,Goal Kick,62.9,1,0,1,Complete,7.0,46.4,69.3,55.1,High Pass,Left Foot
Jordan Pickford,England,3942227,92,3,Goal Kick,70.1,1,0,0,Incomplete,6.0,44.5,76.1,43.4,High Pass,Left Foot
Jordan Pickford,England,3942227,113,4,Goal Kick,63.0,1,0,0,Incomplete,7.0,46.6,69.0,57.5,High Pass,Left Foot
Jordan Pickford,England,3942227,119,4,Goal Kick,68.1,1,0,1,Complete,7.0,47.4,71.9,68.0,High Pass,Left Foot
Diogo Meireles Costa,Portugal,3930174,10,1,Goal Kick,23.9,0,1,1,Complete,3.9,39.2,14.5,60.6,Ground Pass,Left Foot
Altay Bayındır,Turkey,3930174,23,1,Goal Kick,26.2,0,1,1,Complete,7.0,33.6,31.4,24.1,Ground Pass,Right Foot
Altay Bayındır,Turkey,3930174,34,1,Goal Kick,11.1,0,1,1,Complete,5.2,35.5,7.7,24.7,Ground Pass,Right Foot
Diogo Meireles Costa,Portugal,3930174,63,2,Goal Kick,9.6,0,1,1,Complete,6.3,40.4,5.2,49.9,Ground Pass,Left Foot
Diogo Meireles Costa,Portugal,3930174,91,2,Goal Kick,7.1,0,1,1,Complete,7.0,33.2,12.0,28.1,Ground Pass,Right Foot
Altay Bayındır,Turkey,3930174,94,2,Goal Kick,4.8,0,1,1,Complete,3.0,45.4,5.1,49.7,Ground Pass,Right Foot
Kasper Schmeichel,Denmark,3930162,7,1,Goal Kick,80.2,1,0,0,Incomplete,7.0,41.4,87.2,42.2,High Pass,Right Foot
Jan Oblak,Slovenia,3930162,10,1,Goal Kick,34.5,1,0,1,Complete,5.7,41.3,23.7,70.7,Ground Pass,Right Foot
Jan Oblak,Slovenia,3930162,13,1,Goal Kick,32.1,1,0,1,Complete,6.0,34.2,21.5,6.1,Ground Pass,Right Foot
Kasper Schmeichel,Denmark,3930162,16,1,Goal Kick,35.6,1,0,1,Complete,7.0,47.9,42.2,53.4,High Pass,Right Foot
Jan Oblak,Slovenia,3930162,28,1,Goal Kick,69.0,1,0,0,Incomplete,5.6,33.5,69.4,7.2,High Pass,Right Foot
Jan Oblak,Slovenia,3930162,43,1,Goal Kick,71.8,1,0,0,Unknown,6.0,43.1,73.0,17.3,High Pass,Left Foot
Kasper Schmeichel,Denmark,3930162,52,2,Goal Kick,39.8,1,0,1,Complete,6.0,36.1,26.6,2.1,Ground Pass,Right Foot
Kasper Schmeichel,Denmark,3930162,74,2,Goal Kick,69.2,1,0,1,Complete,6.0,40.3,64.0,2.5,High Pass,Right Foot
Jan Oblak,Slovenia,3930162,83,2,Goal Kick,40.7,1,0,1,Complete,6.9,42.1,27.5,77.2,Ground Pass,Right Foot
Kasper Schmeichel,Denmark,3930162,87,2,Goal Kick,9.8,0,1,1,Complete,3.6,38.9,4.4,48.7,Ground Pass,Right Foot
Kasper Schmeichel,Denmark,3930162,90,2,Goal Kick,21.7,0,1,1,Complete,6.0,38.0,25.7,28.9,Ground Pass,Right Foot
Jan Oblak,Slovenia,3930162,91,2,Goal Kick,66.8,1,0,0,Incomplete,7.0,33.5,68.9,8.4,High Pass,Right Foot
Jan Oblak,Slovenia,3930162,92,2,Goal Kick,65.8,1,0,0,Incomplete,7.0,34.5,72.4,27.6,High Pass,Right Foot
Kasper Schmeichel,Denmark,3930162,94,2,Goal Kick,87.9,1,0,0,Incomplete,6.0,38.5,93.0,26.0,High Pass,Right Foot
Yann Sommer,Switzerland,3930176,26,1,Goal Kick,36.5,1,0,1,Complete,5.6,38.3,20.9,5.2,Ground Pass,Left Foot
Manuel Neuer,Germany,3930176,30,1,Goal Kick,39.5,1,0,1,Complete,6.5,44.6,26.7,78.5,Ground Pass,Right Foot
Yann Sommer,Switzerland,3930176,41,1,Goal Kick,76.4,1,0,0,Incomplete,5.6,42.0,77.5,67.8,High Pass,Right Foot
Yann Sommer,Switzerland,3930176,43,1,Goal Kick,64.4,1,0,1,Complete,5.6,42.2,63.4,70.5,High Pass,Right Foot
Yann Sommer,Switzerland,3930176,45,1,Goal Kick,77.1,1,0,0,Incomplete,5.0,44.7,77.3,71.4,High Pass,Right Foot
Manuel Neuer,Germany,3930176,48,2,Goal Kick,9.9,0,1,1,Complete,6.0,44.8,13.2,51.6,Ground Pass,Right Foot
Yann Sommer,Switzerland,3930176,50,2,Goal Kick,26.3,0,1,1,Complete,4.2,38.8,10.6,64.3,Ground Pass,Right Foot
Yann Sommer,Switzerland,3930176,63,2,Goal Kick,69.9,1,0,0,Incomplete,7.0,50.1,75.5,64.0,High Pass,Right Foot
Yann Sommer,Switzerland,3930176,81,2,Goal Kick,29.2,0,1,1,Complete,7.0,44.4,13.2,72.9,Ground Pass,Right Foot
Yann Sommer,Switzerland,3930176,85,2,Goal Kick,82.6,1,0,0,Incomplete,6.0,44.9,87.8,56.7,High Pass,Right Foot
Yann Sommer,Switzerland,3930176,86,2,Goal Kick,63.8,1,0,0,Unknown,7.0,46.0,68.2,63.9,High Pass,Left Foot
Yann Sommer,Switzerland,3930176,89,2,Goal Kick,77.1,1,0,0,Incomplete,7.0,44.9,81.1,66.3,High Pass,Right Foot
Angus Gunn,Scotland,3930169,28,1,Goal Kick,72.2,1,0,1,Complete,5.6,33.3,70.9,2.4,High Pass,Right Foot
Angus Gunn,Scotland,3930169,60,2,Goal Kick,67.3,1,0,0,Incomplete,7.0,46.0,71.4,65.7,High Pass,Right Foot
Angus Gunn,Scotland,3930169,64,2,Goal Kick,69.9,1,0,0,Incomplete,7.0,45.2,73.9,65.4,High Pass,Right Foot
Angus Gunn,Scotland,3930169,78,2,Goal Kick,83.3,1,0,0,Incomplete,7.0,47.0,85.6,74.7,High Pass,Right Foot
Angus Gunn,Scotland,3930169,80,2,Goal Kick,63.2,1,0,1,Complete,6.7,47.2,68.7,59.3,High Pass,Right Foot
Angus Gunn,Scotland,3930169,83,2,Goal Kick,69.9,1,0,0,Incomplete,7.0,48.5,72.5,72.9,High Pass,Right Foot
Angus Gunn,Scotland,3930169,90,2,Goal Kick,86.6,1,0,0,Incomplete,7.0,46.8,91.4,66.1,High Pass,Right Foot
Yann Sommer,Switzerland,3930169,91,2,Goal Kick,57.8,1,0,0,Incomplete,6.0,32.7,63.3,24.9,High Pass,Right Foot
Jordan Pickford,England,3942819,29,1,Goal Kick,16.4,0,1,1,Complete,2.1,38.9,4.3,55.2,Ground Pass,Left Foot
Jordan Pickford,England,3942819,48,1,Goal Kick,52.0,1,0,0,Unknown,5.2,45.3,56.1,55.9,High Pass,Left Foot
Jordan Pickford,England,3942819,65,2,Goal Kick,70.6,1,0,1,Complete,5.8,37.2,75.9,28.7,High Pass,Left Foot
Jordan Pickford,England,3942819,86,2,Goal Kick,67.6,1,0,0,Incomplete,7.0,36.5,74.1,28.6,High Pass,Left Foot
Bart Verbruggen,Netherlands,3942819,88,2,Goal Kick,59.5,1,0,1,Complete,6.0,46.8,65.2,52.3,High Pass,Right Foot
Unai Simón Mendibil,Spain,3943043,0,1,Goal Kick,17.7,0,1,1,Complete,6.9,39.6,9.1,57.2,Ground Pass,Left Foot
Jordan Pickford,England,3943043,13,1,Goal Kick,103.6,1,0,0,Incomplete,6.0,42.4,109.4,36.8,High Pass,Left Foot
Jordan Pickford,England,3943043,36,1,Goal Kick,67.8,1,0,1,Complete,6.0,44.8,65.2,77.8,High Pass,Left Foot
Jordan Pickford,England,3943043,38,1,Goal Kick,11.8,0,1,1,Complete,4.0,45.4,15.6,43.0,Ground Pass,Left Foot
Jordan Pickford,England,3943043,43,1,Goal Kick,75.0,1,0,1,Complete,6.0,43.8,79.6,58.2,High Pass,Left Foot
Jordan Pickford,England,3943043,46,1,Goal Kick,87.5,1,0,0,Incomplete,6.0,42.8,87.4,75.0,High Pass,Left Foot
Jordan Pickford,England,3943043,48,2,Goal Kick,14.9,0,1,1,Complete,5.8,45.8,7.2,60.6,Ground Pass,Left Foot
Unai Simón Mendibil,Spain,3943043,50,2,Goal Kick,19.0,0,1,1,Complete,5.4,39.5,5.9,58.5,Ground Pass,Right Foot
