gk_name,team,match_id,minute,period,action_type,action_category,action_outcome,action_x,action_y,body_part,technique
Diogo Meireles Costa,Portugal,3941020,121,5,Penalty Saved,Save,In Play Safe,1.0,40.0,Both Hands,Diving
Jan Oblak,Slovenia,3941020,122,5,Penalty Conceded,Other,No Touch,1.0,40.0,,Standing
Diogo Meireles Costa,Portugal,3941020,123,5,Penalty Saved,Save,In Play Safe,1.0,40.0,Both Hands,Diving
Jan Oblak,Slovenia,3941020,124,5,Penalty Conceded,Other,No Touch,1.0,40.0,,Diving
Giorgi Mamardashvili,Georgia,3941018,1,1,Shot Faced,Save,,2.3,40.0,,
Giorgi Mamardashvili,Georgia,3941018,4,1,Shot Saved,Save,Success,2.1,38.0,Both Hands,Standing
Giorgi Mamardashvili,Georgia,3941018,5,1,Shot Faced,Save,,2.2,43.0,,
Giorgi Mamardashvili,Georgia,3941018,9,1,Shot Saved,Save,In Play Danger,0.6,41.1,Left Hand,Standing
Giorgi Mamardashvili,Georgia,3941018,11,1,Shot Faced,Save,,2.2,40.7,,
Giorgi Mamardashvili,Georgia,3941018,12,1,Shot Faced,Save,,2.4,38.0,,
Giorgi Mamardashvili,Georgia,3941018,12,1,Shot Faced,Save,,2.2,43.1,,
Giorgi Mamardashvili,Georgia,3941018,15,1,Shot Faced,Save,,1.0,41.1,,
Giorgi Mamardashvili,Georgia,3941018,21,1,Shot Saved,Save,Saved Twice,2.4,37.2,Both Hands,Standing
Giorgi Mamardashvili,Georgia,3941018,25,1,Shot Faced,Save,,3.0,41.1,,
Giorgi Mamardashvili,Georgia,3941018,26,1,Shot Faced,Save,,2.5,40.8,,
Giorgi Mamardashvili,Georgia,3941018,28,1,Shot Faced,Save,,3.2,40.7,,
Unai Simón Mendibil,Spain,3941018,29,1,Shot Faced,Save,,2.4,39.9,,
Giorgi Mamardashvili,Georgia,3941018,30,1,Shot Faced,Save,,2.2,39.3,,
Giorgi Mamardashvili,Georgia,3941018,34,1,Shot Saved,Save,Touched Out,2.4,41.2,Both Hands,Standing
Giorgi Mamardashvili,Georgia,3941018,37,1,Shot Saved,Save,In Play Safe,1.6,43.6,Both Hands,Standing
Giorgi Mamardashvili,Georgia,3941018,38,1,Goal Conceded,Other,No Touch,1.4,40.6,,Diving
Unai Simón Mendibil,Spain,3941018,40,1,Shot Faced,Save,,4.5,39.5,,
Giorgi Mamardashvili,Georgia,3941018,46,1,Shot Faced,Save,,2.5,38.8,,
Giorgi Mamardashvili,Georgia,3941018,45,2,Shot Faced,Save,,3.9,39.2,,
Unai Simón Mendibil,Spain,3941018,47,2,Shot Faced,Save,,23.5,42.4,,
Giorgi Mamardashvili,Georgia,3941018,50,2,Shot Saved,Save,In Play Safe,2.4,40.3,Both Hands,Diving
Giorgi Mamardashvili,Georgia,3941018,50,2,Goal Conceded,Other,Touched In,1.2,41.5,Right Hand,Standing
Giorgi Mamardashvili,Georgia,3941018,52,2,Shot Faced,Save,,3.9,39.2,,
Giorgi Mamardashvili,Georgia,3941018,54,2,Shot Faced,Save,,3.2,40.3,,
Giorgi Mamardashvili,Georgia,3941018,59,2,Shot Faced,Save,,2.6,39.3,,
Giorgi Mamardashvili,Georgia,3941018,60,2,Shot Faced,Save,,3.7,38.2,,
Giorgi Mamardashvili,Georgia,3941018,62,2,Shot Faced,Save,,3.7,39.7,,
Unai Simón Mendibil,Spain,3941018,67,2,Shot Faced,Save,,2.4,44.2,,
Giorgi Mamardashvili,Georgia,3941018,69,2,Shot Faced,Save,,3.2,41.2,,
Giorgi Mamardashvili,Georgia,3941018,74,2,Goal Conceded,Other,No Touch,2.8,43.7,,Standing
Giorgi Mamardashvili,Georgia,3941018,76,2,Shot Saved,Save,Success,3.3,40.4,Both Hands,Standing
Unai Simón Mendibil,Spain,3941018,78,2,Keeper Sweeper,Sweeper,Claim,11.3,60.2,,
Giorgi Mamardashvili,Georgia,3941018,79,2,Shot Saved,Save,Touched Out,3.5,34.8,Chest,Standing
Giorgi Mamardashvili,Georgia,3941018,81,2,Shot Faced,Save,,2.8,37.6,,
Giorgi Mamardashvili,Georgia,3941018,82,2,Goal Conceded,Other,No Touch,3.7,39.7,,Standing
Unai Simón Mendibil,Spain,3941018,87,2,Keeper Sweeper,Sweeper,Claim,12.9,21.0,,
Giorgi Mamardashvili,Georgia,3941018,89,2,Shot Faced,Save,,2.9,42.5,,
Giorgi Mamardashvili,Georgia,3941018,89,2,Shot Saved,Save,Saved Twice,3.2,39.4,Both Hands,Standing
Giorgi Mamardashvili,Georgia,3941018,91,2,Shot Faced,Save,,1.9,35.7,,
Giorgi Mamardashvili,Georgia,3941018,92,2,Shot Faced,Save,,3.4,39.8,,
Jordan Pickford,England,3941017,3,1,Shot Faced,Save,,2.4,41.8,,
Jordan Pickford,England,3941017,7,1,Shot Faced,Save,,2.1,41.6,,
Martin Dúbravka,Slovakia,3941017,8,1,Shot Faced,Save,,2.4,41.5,,
Jordan Pickford,England,3941017,11,1,Shot Faced,Save,,3.5,43.2,,
Martin Dúbravka,Slovakia,3941017,22,1,Shot Faced,Save,,1.3,38.7,,
Martin Dúbravka,Slovakia,3941017,23,1,Shot Faced,Save,,1.4,40.1,,
Jordan Pickford,England,3941017,24,1,Goal Conceded,Other,No Touch,3.8,37.1,,Standing
Martin Dúbravka,Slovakia,3941017,38,1,Shot Faced,Save,,2.6,37.9,,
Martin Dúbravka,Slovakia,3941017,38,1,Punch,Punch,In Play Safe,4.4,39.8,,
Martin Dúbravka,Slovakia,3941017,47,1,Punch,Punch,In Play Safe,4.4,41.9,,
Martin Dúbravka,Slovakia,3941017,47,1,Shot Faced,Save,,2.0,41.2,,
Martin Dúbravka,Slovakia,3941017,47,1,Shot Faced,Save,,2.6,39.6,,
Martin Dúbravka,Slovakia,3941017,51,2,Shot Faced,Save,,2.2,42.0,,
Martin Dúbravka,Slovakia,3941017,51,2,Punch,Punch,In Play Safe,1.4,38.7,,
Jordan Pickford,England,3941017,54,2,Shot Faced,Save,,27.7,41.7,,
Martin Dúbravka,Slovakia,3941017,54,2,Keeper Sweeper,Sweeper,Claim,15.0,47.6,,
Martin Dúbravka,Slovakia,3941017,58,2,Shot Faced,Save,,2.3,41.5,,
Martin Dúbravka,Slovakia,3941017,60,2,Shot Faced,Save,,1.3,39.4,,
Martin Dúbravka,Slovakia,3941017,62,2,Keeper Sweeper,Sweeper,Claim,13.0,35.7,,
Martin Dúbravka,Slovakia,3941017,70,2,Collected,Other,Success,4.8,42.4,,
Jordan Pickford,England,3941017,75,2,Keeper Sweeper,Sweeper,Claim,12.8,26.9,,
Martin Dúbravka,Slovakia,3941017,77,2,Shot Faced,Save,,1.4,41.3,,
Martin Dúbravka,Slovakia,3941017,78,2,Collected,Other,Success,4.9,39.7,,
Martin Dúbravka,Slovakia,3941017,80,2,Shot Faced,Save,,1.8,40.6,,
Martin Dúbravka,Slovakia,3941017,80,2,Shot Faced,Save,,2.3,44.3,,
Martin Dúbravka,Slovakia,3941017,84,2,Punch,Punch,In Play Safe,3.6,39.3,,
Jordan Pickford,England,3941017,86,2,Shot Saved,Save,Saved Twice,2.5,39.0,Both Hands,Standing
Martin Dúbravka,Slovakia,3941017,87,2,Punch,Punch,In Play Safe,4.8,41.2,,
Martin Dúbravka,Slovakia,3941017,91,2,Punch,Punch,In Play Safe,3.1,37.0,,
Martin Dúbravka,Slovakia,3941017,94,2,Goal Conceded,Other,No Touch,1.4,38.6,,Standing
Martin Dúbravka,Slovakia,3941017,90,3,Punch,Punch,In Play Safe,4.0,41.6,,
Martin Dúbravka,Slovakia,3941017,90,3,Shot Faced,Save,,6.1,39.9,,
Martin Dúbravka,Slovakia,3941017,90,3,Goal Conceded,Other,No Touch,1.3,42.7,,Diving
Jordan Pickford,England,3941017,99,3,Collected,Other,Collected Twice,3.7,40.3,,
Martin Dúbravka,Slovakia,3941017,100,3,Keeper Sweeper,Sweeper,Claim,9.8,26.7,,
Jordan Pickford,England,3941017,104,3,Shot Faced,Save,,1.8,42.6,,
Jordan Pickford,England,3941017,106,4,Shot Faced,Save,,5.2,36.9,,
Jordan Pickford,England,3941017,110,4,Shot Faced,Save,,0.8,39.6,,
Jordan Pickford,England,3941017,116,4,Shot Faced,Save,,1.5,35.5,,
Jordan Pickford,England,3941017,118,4,Shot Faced,Save,,1.4,41.4,,
Jordan Pickford,England,3941017,119,4,Shot Faced,Save,,0.7,41.0,,
Martin Dúbravka,Slovakia,3941017,120,4,Shot Faced,Save,,3.7,39.2,,
Jordan Pickford,England,3941017,120,4,Shot Saved,Save,Success,0.8,39.2,Both Hands,Standing
Predrag Rajković,Serbia,3930182,15,1,Shot Faced,Save,,0.7,38.8,,
Predrag Rajković,Serbia,3930182,18,1,Collected,Other,Success,4.5,37.4,,
Predrag Rajković,Serbia,3930182,20,1,Shot Saved,Save,Touched Out,3.9,40.5,Right Hand,Diving
Predrag Rajković,Serbia,3930182,21,1,Shot Faced,Save,,1.7,43.1,,
Kasper Schmeichel,Denmark,3930182,28,1,Shot Faced,Save,,1.7,40.6,,
Predrag Rajković,Serbia,3930182,31,1,Shot Saved,Save,Saved Twice,2.4,37.2,Both Hands,Standing
Predrag Rajković,Serbia,3930182,38,1,Shot Faced,Save,,1.5,38.9,,
Predrag Rajković,Serbia,3930182,50,2,Shot Faced,Save,,1.6,37.7,,
Predrag Rajković,Serbia,3930182,59,2,Shot Faced,Save,,1.4,41.2,,
Predrag Rajković,Serbia,3930182,61,2,Shot Faced,Save,,2.0,39.4,,
Predrag Rajković,Serbia,3930182,64,2,Shot Saved,Save,Success,0.8,40.9,Both Hands,Standing
Predrag Rajković,Serbia,3930182,66,2,Shot Faced,Save,,2.7,39.7,,
Kasper Schmeichel,Denmark,3930182,80,2,Shot Faced,Save,,1.6,43.0,,
Predrag Rajković,Serbia,3930182,81,2,Keeper Sweeper,Sweeper,Claim,15.6,33.4,,
Kasper Schmeichel,Denmark,3930182,82,2,Shot Faced,Save,,1.9,42.2,,
Kasper Schmeichel,Denmark,3930182,88,2,Shot Faced,Save,,1.8,38.0,,
Kasper Schmeichel,Denmark,3930182,91,2,Shot Saved,Save,Saved Twice,2.1,38.9,Both Hands,Standing
Thomas Strakosha,Albania,3930179,11,1,Shot Saved,Save,In Play Danger,0.8,40.8,Both Hands,Standing
Thomas Strakosha,Albania,3930179,11,1,Shot Faced,Save,,0.9,40.3,,
Thomas Strakosha,Albania,3930179,12,1,Goal Conceded,Other,No Touch,4.2,35.9,,Standing
Thomas Strakosha,Albania,3930179,20,1,Shot Faced,Save,,1.9,37.5,,
Thomas Strakosha,Albania,3930179,25,1,Shot Faced,Save,,0.6,40.0,,
Thomas Strakosha,Albania,3930179,25,1,Punch,Punch,In Play Safe,5.5,38.0,,
Thomas Strakosha,Albania,3930179,35,1,Shot Faced,Save,,1.4,37.1,,
Thomas Strakosha,Albania,3930179,36,1,Punch,Punch,In Play Danger,3.1,38.4,,
Thomas Strakosha,Albania,3930179,40,1,Shot Faced,Save,,1.0,38.1,,
Thomas Strakosha,Albania,3930179,43,1,Shot Faced,Save,,1.3,42.2,,
David Raya Martin,Spain,3930179,44,1,Shot Saved,Save,Saved Twice,1.2,41.4,Both Hands,Diving
Thomas Strakosha,Albania,3930179,45,1,Shot Faced,Save,,1.3,41.6,,
Thomas Strakosha,Albania,3930179,46,2,Shot Faced,Save,,1.1,42.3,,
Thomas Strakosha,Albania,3930179,47,2,Shot Saved,Save,Saved Twice,9.7,35.9,Both Hands,Standing
David Raya Martin,Spain,3930179,49,2,Shot Faced,Save,,1.2,39.4,,
Thomas Strakosha,Albania,3930179,49,2,Shot Faced,Save,,16.6,38.2,,
David Raya Martin,Spain,3930179,63,2,Shot Saved,Save,In Play Danger,4.9,37.5,Left Hand,Standing
David Raya Martin,Spain,3930179,64,2,Shot Faced,Save,,1.0,41.0,,
David Raya Martin,Spain,3930179,68,2,Shot Saved,Save,Success,2.2,37.9,Both Hands,Standing
Thomas Strakosha,Albania,3930179,75,2,Shot Faced,Save,,2.1,39.2,,
Thomas Strakosha,Albania,3930179,76,2,Shot Faced,Save,,3.8,38.6,,
David Raya Martin,Spain,3930179,76,2,Shot Faced,Save,,1.8,41.9,,
David Raya Martin,Spain,3930179,77,2,Shot Faced,Save,,1.5,38.9,,
Thomas Strakosha,Albania,3930179,78,2,Shot Faced,Save,,2.4,44.2,,
Thomas Strakosha,Albania,3930179,79,2,Shot Faced,Save,,0.9,41.2,,
David Raya Martin,Spain,3930179,83,2,Shot Faced,Save,,1.7,43.0,,
David Raya Martin,Spain,3930179,91,2,Shot Faced,Save,,1.1,38.2,,
David Raya Martin,Spain,3930179,91,2,Shot Saved,Save,Success,0.9,39.4,Both Hands,Diving
Kasper Schmeichel,Denmark,3940983,6,1,Shot Saved,Save,Touched Out,2.6,39.2,Right Hand,Standing
Kasper Schmeichel,Denmark,3940983,6,1,Shot Saved,Save,Touched Out,1.4,41.3,Left Hand,Standing
Kasper Schmeichel,Denmark,3940983,9,1,Shot Saved,Save,Touched Out,2.3,42.2,Left Hand,Standing
Kasper Schmeichel,Denmark,3940983,10,1,Shot Saved,Save,Success,0.9,40.1,Both Hands,Standing
Kasper Schmeichel,Denmark,3940983,12,1,Shot Faced,Save,,3.5,39.4,,
Kasper Schmeichel,Denmark,3940983,15,1,Shot Faced,Save,,1.0,39.2,,
Manuel Neuer,Germany,3940983,20,1,Shot Faced,Save,,6.5,39.5,,
Manuel Neuer,Germany,3940983,23,1,Shot Faced,Save,,1.8,44.0,,
Manuel Neuer,Germany,3940983,30,1,Shot Faced,Save,,2.0,40.0,,
Manuel Neuer,Germany,3940983,32,1,Shot Faced,Save,,2.5,43.8,,
Kasper Schmeichel,Denmark,3940983,41,1,Shot Saved,Save,In Play Safe,1.2,40.4,Right Hand,Standing
Kasper Schmeichel,Denmark,3940983,41,1,Shot Faced,Save,,1.9,42.6,,
Manuel Neuer,Germany,3940983,46,1,Shot Faced,Save,,1.5,35.4,,
Manuel Neuer,Germany,3940983,49,1,Shot Saved,Save,In Play Danger,10.2,41.8,Left Hand,Standing
Manuel Neuer,Germany,3940983,50,1,Collected,Other,Success,4.4,41.6,,
Kasper Schmeichel,Denmark,3940983,52,2,Penalty Conceded,Other,No Touch,1.0,40.0,,Diving
Kasper Schmeichel,Denmark,3940983,58,2,Shot Faced,Save,,7.5,46.2,,
Manuel Neuer,Germany,3940983,65,2,Shot Saved,Save,In Play Safe,4.2,43.1,Both Hands,Standing
Kasper Schmeichel,Denmark,3940983,67,2,Goal Conceded,Other,No Touch,4.6,45.0,,Standing
Manuel Neuer,Germany,3940983,70,2,Keeper Sweeper,Sweeper,Claim,8.1,35.7,,
Manuel Neuer,Germany,3940983,76,2,Shot Faced,Save,,1.6,41.8,,
Kasper Schmeichel,Denmark,3940983,78,2,Shot Faced,Save,,8.9,40.4,,
Manuel Neuer,Germany,3940983,82,2,Shot Faced,Save,,2.9,40.2,,
Kasper Schmeichel,Denmark,3940983,88,2,Shot Faced,Save,,3.4,42.2,,
Kasper Schmeichel,Denmark,3940983,89,2,Shot Saved,Save,Saved Twice,3.2,38.6,Both Hands,Standing
Manuel Neuer,Germany,3940983,93,2,Shot Faced,Save,,2.5,38.6,,
Kasper Schmeichel,Denmark,3940983,94,2,Shot Saved,Save,Touched Out,4.8,44.2,Left Foot,Standing
Manuel Neuer,Germany,3940983,95,2,Collected,Other,Success,6.7,39.5,,
Gianluigi Donnarumma,Italy,3940878,11,1,Shot Faced,Save,,2.0,36.9,,
Gianluigi Donnarumma,Italy,3940878,23,1,Shot Saved,Save,In Play Danger,6.5,44.7,Right Hand,Standing
Gianluigi Donnarumma,Italy,3940878,23,1,Shot Faced,Save,,1.8,37.4,,
Gianluigi Donnarumma,Italy,3940878,23,1,Shot Faced,Save,,2.1,39.5,,
Gianluigi Donnarumma,Italy,3940878,25,1,Shot Faced,Save,,2.4,40.0,,
Yann Sommer,Switzerland,3940878,25,1,Shot Faced,Save,,2.3,43.7,,
Gianluigi Donnarumma,Italy,3940878,27,1,Shot Faced,Save,,1.7,36.9,,
Gianluigi Donnarumma,Italy,3940878,30,1,Shot Faced,Save,,1.9,37.1,,
Gianluigi Donnarumma,Italy,3940878,31,1,Shot Faced,Save,,1.7,41.1,,
Gianluigi Donnarumma,Italy,3940878,36,1,Goal Conceded,Other,Touched In,1.7,42.4,Right Foot,Standing
Gianluigi Donnarumma,Italy,3940878,45,1,Shot Saved to Post,Save,Touched Out,1.3,38.5,Left Hand,Diving
Gianluigi Donnarumma,Italy,3940878,45,2,Goal Conceded,Other,No Touch,2.1,42.4,,Diving
Yann Sommer,Switzerland,3940878,51,2,Shot Faced,Save,,1.3,36.1,,
Yann Sommer,Switzerland,3940878,52,2,Shot Faced,Save,,0.4,40.2,,
Gianluigi Donnarumma,Italy,3940878,53,2,Keeper Sweeper,Sweeper,Claim,3.7,52.4,,
Gianluigi Donnarumma,Italy,3940878,54,2,Shot Faced,Save,,1.8,41.0,,
Yann Sommer,Switzerland,3940878,55,2,Shot Faced,Save,,2.3,40.0,,
Gianluigi Donnarumma,Italy,3940878,58,2,Shot Faced,Save,,1.5,38.8,,
Gianluigi Donnarumma,Italy,3940878,64,2,Shot Faced,Save,,2.2,42.2,,
Yann Sommer,Switzerland,3940878,68,2,Keeper Sweeper,Sweeper,Claim,8.0,41.8,,
Yann Sommer,Switzerland,3940878,72,2,Shot Saved,Save,Success,1.3,38.1,Both Hands,Standing
Yann Sommer,Switzerland,3940878,73,2,Shot Faced,Save,,3.4,39.2,,
Yann Sommer,Switzerland,3940878,73,2,Shot Faced,Save,,1.3,42.5,,
Yann Sommer,Switzerland,3940878,73,2,Shot Faced,Save,,1.4,40.8,,
Yann Sommer,Switzerland,3940878,75,2,Shot Faced,Save,,1.3,39.7,,
Gianluigi Donnarumma,Italy,3940878,78,2,Shot Faced,Save,,0.9,40.1,,
Gianluigi Donnarumma,Italy,3940878,82,2,Shot Faced,Save,,1.8,44.2,,
Yann Sommer,Switzerland,3940878,84,2,Shot Faced,Save,,0.8,40.4,,
Yann Sommer,Switzerland,3940878,90,2,Shot Faced,Save,,1.8,37.6,,
Angus Gunn,Scotland,3930177,7,1,Shot Saved,Save,In Play Safe,1.9,38.6,Both Hands,Standing
Angus Gunn,Scotland,3930177,11,1,Keeper Sweeper,Sweeper,Claim,7.4,54.8,,
Angus Gunn,Scotland,3930177,14,1,Collected,Other,Success,13.4,38.5,,
Angus Gunn,Scotland,3930177,31,1,Shot Faced,Save,,0.4,40.5,,
Angus Gunn,Scotland,3930177,34,1,Shot Faced,Save,,2.7,38.0,,
Angus Gunn,Scotland,3930177,40,1,Shot Faced,Save,,2.2,44.8,,
Péter Gulácsi,Hungary,3930177,44,1,Keeper Sweeper,Sweeper,Claim,9.3,34.0,,
Angus Gunn,Scotland,3930177,45,1,Shot Faced,Save,,1.6,40.0,,
Angus Gunn,Scotland,3930177,48,2,Shot Saved,Save,Success,1.7,42.2,Both Hands,Standing
Péter Gulácsi,Hungary,3930177,52,2,Shot Faced,Save,,1.7,41.1,,
Angus Gunn,Scotland,3930177,55,2,Shot Faced,Save,,2.8,42.5,,
Angus Gunn,Scotland,3930177,58,2,Keeper Sweeper,Sweeper,Claim,27.3,51.1,,
Angus Gunn,Scotland,3930177,63,2,Shot Faced,Save,,1.8,38.5,,
Angus Gunn,Scotland,3930177,66,2,Keeper Sweeper,Sweeper,Clear,9.6,29.5,Right Hand,
Angus Gunn,Scotland,3930177,67,2,Punch,Punch,In Play Safe,9.1,41.4,,
Angus Gunn,Scotland,3930177,80,2,Collected,Other,Success,5.6,43.7,,
Péter Gulácsi,Hungary,3930177,83,2,Keeper Sweeper,Sweeper,Claim,16.2,37.1,,
Angus Gunn,Scotland,3930177,89,2,Shot Saved,Save,Touched Out,2.7,37.3,Both Hands,Standing
Angus Gunn,Scotland,3930177,89,2,Shot Faced,Save,,1.2,39.8,,
Angus Gunn,Scotland,3930177,90,2,Shot Saved,Save,In Play Danger,1.4,36.4,Both Hands,Standing
Angus Gunn,Scotland,3930177,91,2,Shot Faced,Save,,2.9,34.6,,
Péter Gulácsi,Hungary,3930177,93,2,Shot Faced,Save,,2.2,40.8,,
Angus Gunn,Scotland,3930177,96,2,Shot Faced,Save,,4.3,40.3,,
Péter Gulácsi,Hungary,3930177,97,2,Shot Faced,Save,,2.9,42.9,,
Péter Gulácsi,Hungary,3930177,99,2,Shot Faced,Save,,1.7,39.7,,
Angus Gunn,Scotland,3930177,99,2,Goal Conceded,Other,No Touch,4.5,39.0,,Diving
Mike Maignan,France,3930173,0,1,Shot Saved,Save,Touched Out,4.0,34.9,Right Hand,Diving
Bart Verbruggen,Netherlands,3930173,3,1,Shot Saved,Save,Touched Out,1.7,42.5,Right Hand,Standing
Bart Verbruggen,Netherlands,3930173,13,1,Shot Faced,Save,,3.2,41.8,,
Mike Maignan,France,3930173,15,1,Shot Saved,Save,Touched Out,1.9,41.3,Both Hands,Standing
Mike Maignan,France,3930173,27,1,Shot Faced,Save,,3.1,41.5,,
Mike Maignan,France,3930173,27,1,Keeper Sweeper,Sweeper,Claim,7.4,19.9,,
Bart Verbruggen,Netherlands,3930173,27,1,Shot Faced,Save,,2.2,36.4,,
Mike Maignan,France,3930173,33,1,Keeper Sweeper,Sweeper,Claim,13.1,31.4,,
Mike Maignan,France,3930173,34,1,Shot Faced,Save,,3.1,37.1,,
Mike Maignan,France,3930173,35,1,Shot Saved,Save,Success,5.1,41.9,Both Hands,Standing
Bart Verbruggen,Netherlands,3930173,40,1,Shot Faced,Save,,1.5,38.9,,
Bart Verbruggen,Netherlands,3930173,42,1,Shot Saved,Save,Success,2.3,41.1,Both Hands,Standing
Bart Verbruggen,Netherlands,3930173,50,2,Shot Faced,Save,,2.1,39.6,,
Bart Verbruggen,Netherlands,3930173,51,2,Shot Faced,Save,,3.7,36.7,,
Mike Maignan,France,3930173,54,2,Shot Faced,Save,,0.7,39.7,,
Bart Verbruggen,Netherlands,3930173,56,2,Shot Faced,Save,,1.7,38.4,,
Bart Verbruggen,Netherlands,3930173,58,2,Shot Faced,Save,,3.0,40.6,,
Bart Verbruggen,Netherlands,3930173,59,2,Shot Faced,Save,,2.4,39.9,,
Bart Verbruggen,Netherlands,3930173,62,2,Shot Faced,Save,,2.2,39.6,,
Bart Verbruggen,Netherlands,3930173,64,2,Shot Saved,Save,Touched Out,2.2,37.5,Left Foot,Standing
Bart Verbruggen,Netherlands,3930173,65,2,Shot Faced,Save,,2.9,42.5,,
Bart Verbruggen,Netherlands,3930173,67,2,Shot Faced,Save,,2.6,37.6,,
Mike Maignan,France,3930173,68,2,Shot Saved,Save,In Play Danger,2.4,43.3,Left Foot,Standing
Mike Maignan,France,3930173,68,2,Shot Faced,Save,,2.8,41.6,,
Mike Maignan,France,3930173,78,2,Shot Faced,Save,,1.9,39.9,,
Bart Verbruggen,Netherlands,3930173,90,2,Shot Faced,Save,,2.4,37.7,,
Bart Verbruggen,Netherlands,3930173,90,2,Punch,Punch,In Play Safe,4.0,38.3,,
Gianluigi Donnarumma,Italy,3930172,1,1,Shot Saved,Save,Touched Out,1.1,42.3,Right Hand,Standing
Gianluigi Donnarumma,Italy,3930172,2,1,Keeper Sweeper,Sweeper,Claim,8.0,58.8,,
Gianluigi Donnarumma,Italy,3930172,5,1,Keeper Sweeper,Sweeper,Claim,9.9,25.4,,
Gianluigi Donnarumma,Italy,3930172,9,1,Shot Faced,Save,,1.9,40.7,,
Gianluigi Donnarumma,Italy,3930172,14,1,Shot Faced,Save,,1.9,43.3,,
Gianluigi Donnarumma,Italy,3930172,23,1,Shot Saved,Save,In Play Safe,2.6,34.6,Right Foot,Standing
Gianluigi Donnarumma,Italy,3930172,24,1,Shot Saved,Save,Touched Out,1.2,41.1,Right Hand,Standing
Gianluigi Donnarumma,Italy,3930172,26,1,Shot Faced,Save,,1.8,40.4,,
Gianluigi Donnarumma,Italy,3930172,27,1,Shot Faced,Save,,1.5,40.4,,
Gianluigi Donnarumma,Italy,3930172,36,1,Shot Faced,Save,,2.4,39.8,,
Gianluigi Donnarumma,Italy,3930172,40,1,Shot Saved,Save,Success,1.6,41.7,Both Hands,Standing
Gianluigi Donnarumma,Italy,3930172,44,1,Keeper Sweeper,Sweeper,Claim,10.7,21.9,,
Unai Simón Mendibil,Spain,3930172,45,1,Shot Faced,Save,,2.4,36.8,,
Gianluigi Donnarumma,Italy,3930172,49,2,Keeper Sweeper,Sweeper,Claim,3.9,30.7,,
Unai Simón Mendibil,Spain,3930172,50,2,Keeper Sweeper,Sweeper,Claim,15.2,53.1,,
Gianluigi Donnarumma,Italy,3930172,51,2,Shot Faced,Save,,1.7,43.6,,
Gianluigi Donnarumma,Italy,3930172,52,2,Shot Saved,Save,Saved Twice,2.6,40.4,Both Hands,Standing
Gianluigi Donnarumma,Italy,3930172,54,2,Shot Saved Off Target,Save,In Play Danger,2.0,43.2,Left Hand,Standing
Gianluigi Donnarumma,Italy,3930172,55,2,Keeper Sweeper,Sweeper,Claim,7.7,36.4,,
Gianluigi Donnarumma,Italy,3930172,57,2,Shot Saved,Save,Touched Out,3.8,42.0,Right Hand,Standing
Gianluigi Donnarumma,Italy,3930172,57,2,Shot Faced,Save,,1.6,38.8,,
Gianluigi Donnarumma,Italy,3930172,59,2,Shot Faced,Save,,2.8,37.6,,
Gianluigi Donnarumma,Italy,3930172,69,2,Shot Faced,Save,,2.5,42.7,,
Unai Simón Mendibil,Spain,3930172,73,2,Shot Faced,Save,,1.6,40.4,,
Gianluigi Donnarumma,Italy,3930172,80,2,Shot Faced,Save,,2.1,42.6,,
Gianluigi Donnarumma,Italy,3930172,80,2,Shot Faced,Save,,1.2,38.6,,
Unai Simón Mendibil,Spain,3930172,81,2,Keeper Sweeper,Sweeper,Claim,14.6,56.3,,
Unai Simón Mendibil,Spain,3930172,85,2,Shot Saved,Save,Success,1.5,42.1,Both Hands,Standing
Gianluigi Donnarumma,Italy,3930172,90,2,Shot Saved,Save,In Play Danger,1.7,43.8,Right Hand,Standing
Gianluigi Donnarumma,Italy,3930172,91,2,Shot Saved,Save,In Play Safe,5.2,44.4,Left Hand,Standing
Unai Simón Mendibil,Spain,3930172,96,2,Shot Faced,Save,,1.2,43.3,,
Dominik Livaković,Croatia,3930167,10,1,Goal Conceded,Other,Touched In,1.7,39.0,Left Hand,Standing
Dominik Livaković,Croatia,3930167,14,1,Shot Faced,Save,,1.6,43.2,,
Dominik Livaković,Croatia,3930167,15,1,Shot Faced,Save,,1.7,40.2,,
Dominik Livaković,Croatia,3930167,19,1,Keeper Sweeper,Sweeper,Clear,11.0,33.9,Right Foot,
Thomas Strakosha,Albania,3930167,19,1,Shot Faced,Save,,2.6,41.4,,
Thomas Strakosha,Albania,3930167,19,1,Shot Faced,Save,,3.1,36.6,,
Thomas Strakosha,Albania,3930167,20,1,Collected,Other,Success,3.7,44.9,,
Thomas Strakosha,Albania,3930167,25,1,Shot Faced,Save,,4.0,39.8,,
Dominik Livaković,Croatia,3930167,28,1,Shot Faced,Save,,1.7,39.7,,
Dominik Livaković,Croatia,3930167,30,1,Shot Saved,Save,In Play Danger,6.6,42.7,Right Hand,Standing
Thomas Strakosha,Albania,3930167,35,1,Punch,Punch,In Play Safe,4.5,40.9,,
Dominik Livaković,Croatia,3930167,37,1,Keeper Sweeper,Sweeper,Claim,4.3,28.6,,
Thomas Strakosha,Albania,3930167,37,1,Shot Saved,Save,Success,2.3,41.8,Both Hands,Standing
Thomas Strakosha,Albania,3930167,42,1,Shot Faced,Save,,1.7,39.3,,
Dominik Livaković,Croatia,3930167,45,1,Shot Faced,Save,,1.4,39.5,,
Dominik Livaković,Croatia,3930167,45,1,Shot Saved,Save,Success,2.0,39.5,Both Hands,Standing
